2014,5,1,78,51,0.12,0.0,0.0
2014,5,2,70,56,T,0.0,0.0
2014,5,3,71,54,0.08,0.0,0.0
2014,5,4,65,54,0.02,0.0,0.0
2014,5,5,70,50,0.00,0.0,0.0
2014,5,6,71,52,0.00,0.0,0.0
2014,5,7,69,50,0.00,0.0,0.0
2014,5,8,59,53,0.41,0.0,0.0
2014,5,9,63,55,0.04,0.0,0.0
2014,5,10,83,57,0.37,0.0,0.0
2014,5,11,82,60,0.03,0.0,0.0
2014,5,12,85,64,0.00,0.0,0.0
2014,5,13,73,53,0.00,0.0,0.0
2014,5,14,71,52,0.01,0.0,0.0
2014,5,15,71,58,0.15,0.0,0.0
2014,5,16,68,58,1.54,0.0,0.0
2014,5,17,70,53,0.00,0.0,0.0
2014,5,18,67,51,0.00,0.0,0.0
2014,5,19,72,49,0.00,0.0,0.0
2014,5,20,78,53,0.00,0.0,0.0
2014,5,21,74,63,0.00,0.0,0.0
2014,5,22,67,59,0.24,0.0,0.0
2014,5,23,71,56,0.91,0.0,0.0
2014,5,24,70,57,0.40,0.0,0.0
2014,5,25,80,55,0.00,0.0,0.0
2014,5,26,86,66,0.00,0.0,0.0
2014,5,27,86,64,T,0.0,0.0
2014,5,28,64,54,0.00,0.0,0.0
2014,5,29,66,51,0.00,0.0,0.0
2014,5,30,75,55,T,0.0,0.0
2014,5,31,73,57,0.05,0.0,0.0
