2014,6,1,77,55,0.00,0.0,0.0
2014,6,2,80,59,0.00,0.0,0.0
2014,6,3,87,65,0.12,0.0,0.0
2014,6,4,82,63,0.00,0.0,0.0
2014,6,5,76,61,0.87,0.0,0.0
2014,6,6,76,61,0.00,0.0,0.0
2014,6,7,82,60,0.00,0.0,0.0
2014,6,8,86,66,0.00,0.0,0.0
2014,6,9,73,63,1.60,0.0,0.0
2014,6,10,77,65,0.00,0.0,0.0
2014,6,11,70,61,0.02,0.0,0.0
2014,6,12,73,60,0.07,0.0,0.0
2014,6,13,79,65,1.28,0.0,0.0
2014,6,14,74,60,0.00,0.0,0.0
2014,6,15,80,59,0.00,0.0,0.0
2014,6,16,81,63,0.00,0.0,0.0
2014,6,17,89,71,0.00,0.0,0.0
2014,6,18,89,76,0.00,0.0,0.0
2014,6,19,77,68,0.15,0.0,0.0
2014,6,20,79,64,0.00,0.0,0.0
2014,6,21,78,62,0.00,0.0,0.0
2014,6,22,79,64,0.00,0.0,0.0
2014,6,23,81,65,0.00,0.0,0.0
2014,6,24,81,68,0.00,0.0,0.0
2014,6,25,85,70,0.08,0.0,0.0
2014,6,26,85,70,0.07,0.0,0.0
2014,6,27,83,67,0.00,0.0,0.0
2014,6,28,87,66,0.00,0.0,0.0
2014,6,29,83,68,0.00,0.0,0.0
2014,6,30,84,69,0.00,0.0,0.0
